14 0 0 0 0.01 0.01 
0 0.002 0 0 0.00045 -0 -0 0
0.00099989 0.002 -0.01 0 0.00035 -0 -0 0
0.01 0.003 0 0 0.00045 -0 -0 0
0.00099989 0.003 -0.01 0 0.00035 -0 -0 0
0 0.004 0 0 0.00045 -0 -0 0
0.00900011 0.004 0.01 0 0.00035 -0 -0 0
0.01 0.005 0 0 0.00045 -0 -0 0
0.00900011 0.005 0.01 0 0.00035 -0 -0 0
0.001 0.006 0 0 0.00045 -0 -0 0
1.099999999993e-07 0.006 0.01 0 0.00035 -0 -0 0
0.01 0.01 0 0 0.00045 -0 -0 0
0.00900011 0.00900011 0.01 0.01 0.00035 -0 -0 0
0 0 0 0 0.00045 -0 -0 0
0.00099989 0.00099989 -0.01 -0.01 0.00035 -0 -0 0
14 0.000231 0 0 0.01 0.01 
0 0.002 0 0 0.00045 -0 -0 0
0.00099758 0.002 -0.01 0 0.00035 -0 -0 0
0.01 0.003 0 0 0.00045 -0 -0 0
0.00099758 0.003 -0.01 0 0.00035 -0 -0 0
0 0.004 0 0 0.00045 -0 -0 0
0.00900242 0.004 0.01 0 0.00035 -0 -0 0
0.01 0.005 0 0 0.00045 -0 -0 0
0.00900242 0.005 0.01 0 0.00035 -0 -0 0
0.001 0.006 0 0 0.00045 -0 -0 0
2.419999999999e-06 0.006 0.01 0 0.00035 -0 -0 0
0.01 0.01 0 0 0.00045 -0 -0 0
0.00900242 0.00900242 0.01 0.01 0.00035 -0 -0 0
0 0 0 0 0.00045 -0 -0 0
0.00099758 0.00099758 -0.01 -0.01 0.00035 -0 -0 0
14 0.000462 0 0 0.01 0.01 
0 0.002 0 0 0.00045 -0 -0 0
0.00099527 0.002 -0.01 0 0.00035 -0 -0 0
0.01 0.003 0 0 0.00045 -0 -0 0
0.00099527 0.003 -0.01 0 0.00035 -0 -0 0
0 0.004 0 0 0.00045 -0 -0 0
0.00900473 0.004 0.01 0 0.00035 -0 -0 0
0.01 0.005 0 0 0.00045 -0 -0 0
0.00900473 0.005 0.01 0 0.00035 -0 -0 0
0.001 0.006 0 0 0.00045 -0 -0 0
4.729999999999e-06 0.006 0.01 0 0.00035 -0 -0 0
0.01 0.01 0 0 0.00045 -0 -0 0
0.00900473 0.00900473 0.01 0.01 0.00035 -0 -0 0
0 0 0 0 0.00045 -0 -0 0
0.00099527 0.00099527 -0.01 -0.01 0.00035 -0 -0 0
14 0.000693 0 0 0.01 0.01 
0 0.002 0 0 0.00045 -0 -0 0
0.00099296 0.002 -0.01 0 0.00035 -0 -0 0
0.01 0.003 0 0 0.00045 -0 -0 0
0.00099296 0.003 -0.01 0 0.00035 -0 -0 0
0 0.004 0 0 0.00045 -0 -0 0
0.00900704 0.004 0.01 0 0.00035 -0 -0 0
0.01 0.005 0 0 0.00045 -0 -0 0
0.00900704 0.005 0.01 0 0.00035 -0 -0 0
0.001 0.006 0 0 0.00045 -0 -0 0
7.039999999999e-06 0.006 0.01 0 0.00035 -0 -0 0
0.01 0.01 0 0 0.00045 -0 -0 0
0.00900704 0.00900704 0.01 0.01 0.00035 -0 -0 0
0 0 0 0 0.00045 -0 -0 0
0.00099296 0.00099296 -0.01 -0.01 0.00035 -0 -0 0
14 0.000924 0 0 0.01 0.01 
0 0.002 0 0 0.00045 -0 -0 0
0.00099065 0.002 -0.01 0 0.00035 -0 -0 0
0.01 0.003 0 0 0.00045 -0 -0 0
0.00099065 0.003 -0.01 0 0.00035 -0 -0 0
0 0.004 0 0 0.00045 -0 -0 0
0.00900935 0.004 0.01 0 0.00035 -0 -0 0
0.01 0.005 0 0 0.00045 -0 -0 0
0.00900935 0.005 0.01 0 0.00035 -0 -0 0
0.001 0.006 0 0 0.00045 -0 -0 0
9.349999999999e-06 0.006 0.01 0 0.00035 -0 -0 0
0.01 0.01 0 0 0.00045 -0 -0 0
0.00900935 0.00900935 0.01 0.01 0.00035 -0 -0 0
0 0 0 0 0.00045 -0 -0 0
0.00099065 0.00099065 -0.01 -0.01 0.00035 -0 -0 0
14 0.001155 0 0 0.01 0.01 
0 0.002 0 0 0.00045 -0 -0 0
0.00098834 0.002 -0.01 0 0.00035 -0 -0 0
0.01 0.003 0 0 0.00045 -0 -0 0
0.00098834 0.003 -0.01 0 0.00035 -0 -0 0
0 0.004 0 0 0.00045 -0 -0 0
0.00901166 0.004 0.01 0 0.00035 -0 -0 0
