6 0 0 0 -1 10 10 1 
0.0002 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0002 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0002 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.01 0 0 -1 10 10 1 
0.0102 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0102 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0102 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.02 0 0 -1 10 10 1 
0.0202 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0202 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0202 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.03 0 0 -1 10 10 1 
0.0302 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0302 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0302 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.04 0 0 -1 10 10 1 
0.0402 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0402 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0402 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.05 0 0 -1 10 10 1 
0.0502 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0502 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0502 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.06 0 0 -1 10 10 1 
0.0602 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0602 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0602 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.07 0 0 -1 10 10 1 
0.0702 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0702 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0702 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.08 0 0 -1 10 10 1 
0.0802 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0802 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0802 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.09 0 0 -1 10 10 1 
0.0902 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.0902 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.0902 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.1 0 0 -1 10 10 1 
0.1002 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1002 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1002 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.11 0 0 -1 10 10 1 
0.1102 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1102 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1102 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.12 0 0 -1 10 10 1 
0.1202 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1202 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1202 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.13 0 0 -1 10 10 1 
0.1302 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1302 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1302 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.14 0 0 -1 10 10 1 
0.1402 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1402 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1402 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.15 0 0 -1 10 10 1 
0.1502 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1502 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1502 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.16 0 0 -1 10 10 1 
0.1602 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1602 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1602 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.17 0 0 -1 10 10 1 
0.1702 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1702 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1702 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.18 0 0 -1 10 10 1 
0.1802 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
0.1802 0 2 1 0 0 0.5 0 0 0 0 0 0 0
3 0 2 0 0 0 1 0 0 0 0 0 0 1
0.1802 0 4 1 0 0 1 0 0 0 0 0 0 1
3 0 4 0 0 0 1 0 0 0 0 0 0 1
6 0.19 0 0 -1 10 10 1 
0.1902 0 0 1 0 0 0.5 0 0 0 0 0 0 0
3 0 0 0 0 0 0.5 0 0 0 0 0 0 0
