10000 0 0 0 0 366.1014710044 366.1014710044 366.1014710044 
165.3134949415 169.3893540296 157.2894487152 0 -0.49 0 1 0 0 0 0 0 0 0
79.04710166574 230.8146333892 310.3153851743 -2.895662642417e-05 -0.4899007966575 7.519932897774e-05 40 0 0 0 0 0 0 0
36.35937292885 151.4390847742 324.5477818768 0 -0.49 0 1.042790090369 0 0 0 0 0 0 0
48.9326782331 232.8405774362 79.4664136989 0 -0.49 0 4.029018082315 0 0 0 0 0 0 0
26.61950533018 339.1948899979 218.0918126852 -0.01256337730273 -0.5085490427755 -0.02568185167611 1.501884871262 0 0 0 0 0 0 0
166.0848592973 143.0820239488 156.9702332635 -0.02529073067861 -0.5448843837867 0.02295518009597 1.606981493385 0 0 0 0 0 0 0
211.2975633836 78.49531535071 294.0305619324 0.2333746320991 -0.2090479264329 0.2333878424188 1.232450662552 0 0 0 0 0 0 0
106.7704123459 197.1338145424 49.12259624488 0 -0.49 0 4.094923846396 0 0 0 0 0 0 0
167.8136704547 360.8967157294 112.1275126336 -0.001060293860278 -0.4864723387796 -0.002084250561101 2.742228288239 0 0 0 0 0 0 0
355.0595541557 76.22161009926 65.76141270756 0 -0.49 0 3.262845352771 0 0 0 0 0 0 0
72.75980374705 305.2564368449 124.4908625725 0 -0.49 0 2.102744539362 0 0 0 0 0 0 0
275.0992836141 68.48317322751 353.506869973 0.01097361871926 -0.5069392417473 -0.002166458571385 2.259930569817 0 0 0 0 0 0 0
146.7862568631 57.65334007046 250.9608523643 -0.002831001399959 -0.5186617605927 -0.008212089468381 1.889633922892 0 0 0 0 0 0 0
27.38313223472 216.6151107455 112.0704257699 -0.2450451839309 -0.5329992020114 -0.1761043952637 1.143486623827 0 0 0 0 0 0 0
282.9002483368 213.7870518476 102.3283046112 0 -0.49 0 1.859896029422 0 0 0 0 0 0 0
105.5400544151 14.70522959263 288.6169029811 0.0003844151224576 -0.4891044767313 0.004938618453199 5.737424675897 0 0 0 0 0 0 0
223.7696463919 325.9154951257 118.6487619114 0.0001976673449275 -0.4891571403899 -0.0002899523749072 8.379762710004 0 0 0 0 0 0 0
323.5802561866 118.5846478241 231.1923811706 0.0142297308092 -0.5069124434494 0.005574659444814 2.975752384705 0 0 0 0 0 0 0
288.1980629125 155.6513057568 327.9305848207 -0.1034802867414 -0.3394109661993 -0.07667197466463 1.122737200263 0 0 0 0 0 0 0
85.00174911647 212.2017264982 17.08595896773 0.06979726672602 -0.338140231982 0.0804515535944 1.569713970195 0 0 0 0 0 0 0
84.0998946565 11.37284288536 20.1097691912 0 -0.49 0 1.752707060945 0 0 0 0 0 0 0
298.9874766078 351.7801098386 35.1235006202 0.2941918106817 -0.5625594846748 0.05665566612862 1.314599319986 0 0 0 0 0 0 0
333.1833855609 170.624174261 166.6779832423 -0.005589744147356 -0.4774535070232 0.01687148297921 4.04932137688 0 0 0 0 0 0 0
354.2866143727 296.7556077164 19.01209245118 0.05596819577503 -0.4266473308091 0.1452191349289 1.972613747741 0 0 0 0 0 0 0
